,firing_rate,snr,isi_violations_ratio,isi_violations_count
372,11.135201245274628,307.4105270638406,1.6738546698175403,112
374,2.0513675783855905,307.66993266290245,0.0,0
375,0.17233711363130977,308.1887639855877,0.0,0
376,2.179230598176562,307.15110134021717,7.804039983340276,20
377,5.609295085612631,307.66993266290245,4.122658216782358,70
381,1.8345563709139427,307.66993266290245,0.0,0
384,2.3626862352679563,307.66993266290245,1.991750865051903,6
385,0.6448743606849011,307.66993266290245,4.456004756242567,1
386,0.20569268401156326,307.66993266290245,0.0,0
387,2.0235712697353794,307.4105270638406,0.0,0
388,2.2237046920169004,307.66993266290245,0.7494999999999999,2
389,1.4287302646208584,307.66993266290245,4.539054338445699,5
390,1.7122526128530131,307.66993266290245,0.6320627424523528,1
392,4.4640871692239275,307.15110134021717,0.371955106085678,4
393,1.7289303980431399,307.15110134021717,0.0,0
394,1.395374694240605,307.66993266290245,0.9517309249059538,1
396,1.845674894374027,307.15110134021717,3.8078821309333724,7
397,0.21681120747164778,308.1887639855877,0.0,0
398,10.240160106737825,307.66993266290245,2.827498317105634,160
401,1.5677118078719146,307.66993266290245,3.7699310899854135,5
402,3.2577273738047587,307.15110134021717,4.190613752053023,24
403,1.6233044251723372,307.66993266290245,4.922593357102645,7
407,2.0902824104958864,307.15110134021717,16.540572657311,39
408,1.8901489882143652,307.15110134021717,7.780276816608996,15
409,1.7567267066933512,307.15110134021717,2.4018586764941516,4
410,0.8616855681565488,307.66993266290245,2.49573361082206,1
411,12.102512786301979,307.15110134021717,0.8223527001396189,65
414,1.9846564376250835,307.15110134021717,2.3523134744093714,5
415,4.047142539470759,307.66993266290245,4.299148653544257,38
417,1.6288636869023794,307.66993266290245,1.396871250684341,2
419,0.5837224816544363,307.66993266290245,0.0,0
421,4.997776295307983,307.66993266290245,0.0,0
422,1.306426506559929,307.15110134021717,0.0,0
423,2.1681120747164777,307.15110134021717,0.7884286653517423,2
424,1.3397820769401825,307.66993266290245,3.097054114082058,3
